COUNTRY.Name,INDICATOR.Name,FREQUENCY.Name,SCALE.Name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Sierra Leone,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,-3.083,4.675,3.941,3.405,5.503,-1.253,5.897,5.314,5.71,3.995
Sierra Leone,"Gross national savings, Percent of GDP",Annual,Units,-5.154,7.372,0.185,4.698,3.873,10.545,8.449,12.68,13.759,12.799
Sierra Leone,"Gross capital formation, Percent of GDP",Annual,Units,9.705,12.25,11.879,15.617,16.026,15.341,14.103,14.881,19.717,18.315
Sierra Leone,"All items, Consumer price index (CPI), Period average",Annual,Units,42.172,46.763,55.283,64.145,73.642,83.544,93.464,118.895,175.626,239.866
Sierra Leone,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,43.57,51.16,59,67.4,76.77,84.79,100,137.09,208.59,252.394
Sierra Leone,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,8.383,17.42,15.324,14.237,13.902,10.447,17.938,37.09,52.156,21
Sierra Leone,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,6.689,10.886,18.222,16.03,14.805,13.447,11.874,27.209,47.716,36.578
Sierra Leone,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,2049.634,2149.292,2300.201,2541.013,2811.343,3055.827,3243.864,3844.103,4794.656,5828.728
Sierra Leone,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,16.717,17.665,18.69,19.948,20.908,21.516,23.059,26.016,28.491,30.337
Sierra Leone,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,2330.876,2410.296,2495.803,2607.482,2675.95,2697.228,2832.351,3130.997,3359.662,3505.131
Sierra Leone,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016
Sierra Leone,"Imports of goods, Volume, Percent change",Annual,Units,-5.303,-22.821,19.395,-4.038,16.371,-5.063,17.072,-6.555,2.223,6.776
Sierra Leone,"Imports of goods and services, Volume, Percent change",Annual,Units,-10.567,-31.801,8.141,-4.702,15.706,-17.635,20.007,-6.438,4.355,7.07
Sierra Leone,"Exports of goods, Volume, Percent change",Annual,Units,-33.863,20.234,-9.465,-6.063,-4.02,-8.76,79.268,9.143,4.52,14.973
Sierra Leone,"Exports of goods and services, Volume, Percent change",Annual,Units,-23.195,-1.068,-9.9,-4.436,-2.854,-12.513,75.568,4.593,5.754,15.058
El Salvador,"Current account balance, US Dollar",Annual,Billions,-0.754,-0.55,-0.465,-0.859,-0.113,0.277,-1.25,-2.182,-0.466,-0.805
El Salvador,"Current account balance, Percent of GDP",Annual,Units,-3.216,-2.274,-1.86,-3.302,-0.422,1.11,-4.306,-6.822,-1.369,-2.245
El Salvador,"Revenue, General government, Domestic currency",Annual,Billions,5.502,5.892,6.304,6.39,6.488,6.111,7.594,8.366,8.899,9.503
El Salvador,"Revenue, General government, Percent of GDP",Annual,Units,23.475,24.357,25.235,24.558,24.138,24.52,26.148,26.153,26.162,26.509
El Salvador,"Structural balance, General government, Domestic currency",Annual,Billions,-0.847,-0.774,-0.68,-0.801,-0.981,-1.574,-1.677,-0.903,-1.649,-1.645
El Salvador,"Structural balance, General government, Percent",Annual,Units,-3.611,-3.21,-2.743,-3.128,-3.738,-5.853,-5.828,-2.839,-4.88,-4.606
El Salvador,"Expenditure, General government, Domestic currency",Annual,Billions,6.354,6.643,6.935,7.094,7.314,8.149,9.201,9.226,10.489,11.11
El Salvador,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-0.851,-0.751,-0.632,-0.704,-0.825,-2.038,-1.606,-0.86,-1.59,-1.607
El Salvador,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-3.632,-3.104,-2.528,-2.705,-3.07,-8.179,-5.531,-2.688,-4.674,-4.483
El Salvador,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-0.212,-0.046,0.168,0.234,0.166,-0.957,-0.303,0.632,-0.045,0.008
El Salvador,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-0.902,-0.189,0.674,0.9,0.617,-3.84,-1.042,1.975,-0.132,0.023
El Salvador,"Gross debt, General government, Domestic currency",Annual,Billions,17.219,18.195,19.268,20.026,20.942,23.766,25.545,26.661,28.805,30.412
El Salvador,"Gross debt, General government, Percent of GDP",Annual,Units,73.464,75.214,77.136,76.961,77.906,95.365,87.955,83.346,84.681,84.835
El Salvador,"Expenditure, General government, Percent of GDP",Annual,Units,27.108,27.462,27.763,27.263,27.208,32.7,31.679,28.841,30.836,30.992
El Salvador,"Population, Number",Annual,Millions,6.231,6.251,6.267,6.276,6.28,6.293,6.314,6.336,6.365,6.394
El Salvador,Unemployment rate,Annual,Units,7.145,7.145,7.195,6.496,6.486,7.045,6.321,5.05,5.216,5.216
El Salvador,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.989,34.016,35.848
El Salvador,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.989,34.016,35.848
El Salvador,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,3761.493,3870.318,3986.02,4145.89,4280.298,3960.335,4599.656,5048.438,5344.249,5606.972
El Salvador,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,3761.493,3870.318,3986.02,4145.89,4280.298,3960.335,4599.656,5048.438,5344.249,5606.972
El Salvador,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,3712.76,3795.4,3870.763,3958.168,4051.943,3724.706,4154.111,4255.353,4385.029,4496.356
El Salvador,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,9571.861,9784.915,9979.207,10204.546,10446.306,9602.659,10709.707,10970.719,11305.035,11592.047
El Salvador,"Gross domestic product (GDP), Deflator, Index",Annual,Units,101.313,101.974,102.978,104.743,105.636,106.326,110.725,118.637,121.875,124.7
El Salvador,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,23.438,24.191,24.979,26.021,26.881,24.921,29.043,31.989,34.016,35.848
El Salvador,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,23.135,23.723,24.257,24.843,25.447,23.438,26.23,26.964,27.91,28.748
El Salvador,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.395,2.544,2.25,2.415,2.433,-7.893,11.91,2.797,3.511,3
El Salvador,"Gross national savings, Percent of GDP",Annual,Units,12.801,13.693,14.817,15.07,17.923,18.322,19.049,16.387,17.91,18.37
El Salvador,"Gross capital formation, Percent of GDP",Annual,Units,16.017,15.968,16.677,18.372,18.345,17.212,23.355,23.209,19.279,20.615
El Salvador,"All items, Consumer price index (CPI), Period average",Annual,Units,109.373,110.034,111.15,112.359,112.443,112.027,115.912,124.253,129.281,130.633
El Salvador,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,110.61,109.58,111.81,112.3,112.29,112.2,119.06,127.77,129.34,131.927
El Salvador,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,1.014,-0.931,2.035,0.438,-0.009,-0.08,6.114,7.316,1.229,2
El Salvador,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,-0.731,0.604,1.014,1.088,0.074,-0.37,3.468,7.196,4.047,1.046
El Salvador,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,0.453,0.452,0.448,0.455,0.443,0.426,0.429,0.43,0.426,0.426
El Salvador,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,51.702,53.521,55.706,57.246,60.71,58.56,67.623,74.471,79.859,84.22
El Salvador,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,8297.452,8562.739,8889.158,9120.919,9666.825,9306.08,10709.707,11752.865,12546.846,13172.75
El Salvador,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.046,0.046,0.045,0.044,0.044,0.042,0.044,0.043,0.043,0.043
El Salvador,"Imports of goods, Volume, Percent change",Annual,Units,13.197,2.857,-0.442,1.585,3.559,-10.618,25.484,-0.434,-0.66,0.445
El Salvador,"Imports of goods and services, Volume, Percent change",Annual,Units,13.265,3.618,-0.761,4.285,0.923,-11.853,29.87,0.227,-2.501,0.81
El Salvador,"Exports of goods, Volume, Percent change",Annual,Units,3.075,-1.001,6.013,-1.651,1.418,-17.392,24.66,-2.35,-4.863,-5.28
El Salvador,"Exports of goods and services, Volume, Percent change",Annual,Units,3.893,0.952,3.358,1.181,8.159,-24.218,29.411,10.694,4.867,-0.645
"San Marino, Republic of","Current account balance, US Dollar",Annual,Billions,,,-0.006,-0.031,0.033,0.043,0.1,0.284,0.277,0.127
"San Marino, Republic of","Current account balance, Percent of GDP",Annual,Units,,,-0.391,-1.887,2.034,2.782,5.404,15.519,13.911,6.183
"San Marino, Republic of","Revenue, General government, Domestic currency",Annual,Billions,0.294,0.308,0.299,0.322,0.323,0.292,0.324,0.384,0.381,0.379
"San Marino, Republic of","Revenue, General government, Percent of GDP",Annual,Units,22.969,23.251,22.08,22.951,22.341,21.586,20.67,22.087,20.718,20.017
"San Marino, Republic of","Expenditure, General government, Domestic currency",Annual,Billions,0.336,0.311,0.346,0.344,0.324,0.8,0.582,0.377,0.411,0.414
"San Marino, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-0.043,-0.002,-0.047,-0.022,-0.002,-0.508,-0.258,0.007,-0.03,-0.034
"San Marino, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-3.324,-0.185,-3.486,-1.556,-0.108,-37.592,-16.418,0.424,-1.632,-1.808
"San Marino, Republic of","Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-0.039,0.002,-0.043,-0.017,0.003,-0.496,-0.228,0.03,0.011,0.008
"San Marino, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-3.075,0.145,-3.194,-1.232,0.237,-36.64,-14.51,1.715,0.598,0.424
"San Marino, Republic of","Gross debt, General government, Domestic currency",Annual,Billions,0.247,0.285,0.768,0.802,0.829,0.969,1.275,1.296,1.328,1.295
"San Marino, Republic of","Gross debt, General government, Percent of GDP",Annual,Units,19.307,21.46,56.733,57.203,57.411,71.647,81.284,74.51,72.25,68.33
"San Marino, Republic of","Expenditure, General government, Percent of GDP",Annual,Units,26.293,23.436,25.566,24.507,22.449,59.178,37.088,21.663,22.35,21.824
"San Marino, Republic of","Population, Number",Annual,Millions,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034,0.034,0.034
"San Marino, Republic of",Unemployment rate,Annual,Units,9.183,8.597,8.095,8.009,7.663,7.342,5.237,4.604,3.854,3.884
"San Marino, Republic of","Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,1.279,1.327,1.353,1.402,1.444,1.352,1.569,1.739,1.838,1.895
"San Marino, Republic of","Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,1.42,1.468,1.528,1.656,1.616,1.543,1.857,1.833,1.988,2.049
"San Marino, Republic of","Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,43068.693,44308.666,45887.687,49477.281,48043.86,45640.984,54733.239,53875.751,58249.292,59840.628
"San Marino, Republic of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,38813.729,40040.448,40634.373,41877.019,42911.703,39990.984,46245.888,51121.476,53855.716,55363.309
"San Marino, Republic of","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,35079.29,35715.419,35622.607,35965.991,36508.731,33846.868,38545.307,41462.732,41501.412,41665.504
"San Marino, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,59497.445,60576.375,60418.956,61001.366,61921.898,57407.154,65376.104,70324.304,70389.907,70668.223
"San Marino, Republic of","Gross domestic product (GDP), Deflator, Index",Annual,Units,110.646,112.11,114.069,116.435,117.538,118.153,119.978,123.295,129.768,132.876
"San Marino, Republic of","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,1.279,1.327,1.353,1.402,1.444,1.352,1.569,1.739,1.838,1.895
"San Marino, Republic of","Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,1.156,1.183,1.186,1.204,1.228,1.145,1.308,1.411,1.416,1.426
"San Marino, Republic of","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,2.69,2.338,0.254,1.484,2.032,-6.813,14.23,7.898,0.4,0.703
"San Marino, Republic of","Gross capital formation, Percent of GDP",Annual,Units,12.086,15.769,19.119,20.609,24.024,18.051,18.954,23.026,23.383,23.302
"San Marino, Republic of","All items, Consumer price index (CPI), Period average",Annual,Units,99.772,100.414,101.433,102.613,103.098,102.96,105.105,110.702,117.253,118.752
"San Marino, Republic of","All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,100,100.83,101.88,102.68,103.19,102.8,106.11,113.86,120.597,122.139
"San Marino, Republic of","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,0.232,0.83,1.041,0.785,0.497,-0.378,3.22,7.304,5.917,1.279
"San Marino, Republic of","All items, Consumer price index (CPI), Percent change, period average",Annual,Units,0.146,0.644,1.014,1.163,0.473,-0.133,2.083,5.325,5.917,1.279
"San Marino, Republic of","Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,0.76,0.763,0.763,0.746,0.725,0.705,0.707,0.679,0.689,0.689
"San Marino, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,1.683,1.739,1.775,1.88,1.991,1.92,2.218,2.563,2.666,2.749
"San Marino, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,51068.473,52488.617,53289.786,56169.269,59183.15,56761.032,65376.104,75338.001,78121.941,80304.609
"San Marino, Republic of","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Somalia,"Current account balance, US Dollar",Annual,Billions,-0.147,-0.408,0.142,0.002,-0.837,-0.404,-0.669,-0.837,-1.21,-1.104
Somalia,"Current account balance, Percent of GDP",Annual,Units,-2.148,-5.521,1.717,0.028,-9.666,-4.678,-7.055,-8.205,-11.034,-8.674
Somalia,"Revenue, General government, Domestic currency",Annual,Billions,0.141,0.171,0.269,0.27,0.338,0.497,0.377,0.722,0.741,0.916
Somalia,"Revenue, General government, Percent of GDP",Annual,Units,2.064,2.314,3.254,3.432,3.909,5.759,3.97,7.076,6.759,7.198
Somalia,"Expenditure, General government, Domestic currency",Annual,Billions,0.125,0.137,0.238,0.268,0.314,0.472,0.46,0.72,0.736,0.936
Somalia,"Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,0.017,0.034,0.031,0.002,0.024,0.025,-0.084,0.002,0.006,-0.02
Somalia,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,0.242,0.461,0.374,0.031,0.276,0.287,-0.882,0.024,0.053,-0.154
Somalia,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,0.017,0.034,0.031,0.002,0.024,0.026,-0.083,0.003,0.011,-0.007
Somalia,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,0.242,0.461,0.374,0.031,0.276,0.307,-0.872,0.031,0.099,-0.054
Somalia,"Expenditure, General government, Percent of GDP",Annual,Units,1.822,1.854,2.88,3.401,3.633,5.473,4.852,7.052,6.706,7.352
Somalia,"Population, Number",Annual,Millions,12.87,13.23,13.6,13.981,14.373,14.775,15.189,15.614,16.051,16.501
Somalia,"Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,6.841,7.391,8.252,7.873,8.655,8.628,9.484,10.203,10.969,12.729
Somalia,"Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,6.841,7.391,8.252,7.873,8.655,8.628,9.484,10.203,10.969,12.729
Somalia,"Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,531.556,558.643,606.778,563.115,602.186,583.956,624.408,653.449,683.343,771.447
Somalia,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,531.556,558.643,606.778,563.115,602.186,583.956,624.408,653.449,683.343,771.447
Somalia,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,680.528,653.554,696.151,686.673,686.836,649.738,653.898,653.435,662.438,670.17
Somalia,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,1647.879,1582.563,1685.71,1662.761,1663.154,1573.323,1583.397,1582.274,1604.075,1622.799
Somalia,"Gross domestic product (GDP), Deflator, Index",Annual,Units,78.109,85.478,87.162,82.006,87.675,89.876,95.49,100.002,103.156,115.112
Somalia,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,6.841,7.391,8.252,7.873,8.655,8.628,9.484,10.203,10.969,12.729
Somalia,"Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,8.758,8.646,9.468,9.6,9.872,9.6,9.932,10.203,10.633,11.058
Somalia,"Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,4.589,-1.275,9.5,1.4,2.824,-2.752,3.458,2.727,4.216,4
Somalia,"All items, Consumer price index (CPI), Period average",Annual,Units,100.913,100.937,104.93,109.407,114.558,119.27,124.787,133.246,141.471,148.545
Somalia,"All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,100.292,101.509,107.692,111.16,114.636,120.179,126.99,134.679,143.573,150.033
Somalia,"All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,0.292,1.214,6.091,3.221,3.126,4.835,5.668,6.055,6.603,4.5
Somalia,"All items, Consumer price index (CPI), Percent change, period average",Annual,Units,0.913,0.024,3.957,4.266,4.709,4.113,4.625,6.779,6.173,5
Somalia,"Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,0.295,0.319,0.32,0.328,0.349,0.356,0.394,0.385,0.384,0.418
Somalia,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,23.217,23.139,25.791,23.975,24.817,24.215,24.05,26.467,28.576,30.429
Somalia,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,1804.017,1748.975,1896.331,1714.804,1726.714,1638.928,1583.397,1695.081,1780.276,1844.086
Somalia,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.021,0.02,0.021,0.018,0.018,0.017,0.015,0.015,0.016,0.016
"Serbia, Republic of","Current account balance, US Dollar",Annual,Billions,-1.369,-1.189,-2.311,-2.451,-3.54,-2.198,-2.703,-4.354,-1.957,-3.483
"Serbia, Republic of","Current account balance, Percent of GDP",Annual,Units,-3.453,-2.922,-5.23,-4.84,-6.871,-4.12,-4.305,-6.85,-2.603,-4.219
"Serbia, Republic of","Revenue, General government, Domestic currency",Annual,Billions,1694.837,1842.646,1973.38,2105.242,2278.528,2254.958,2711.93,3075.776,3473.325,3922.243
"Serbia, Republic of","Revenue, General government, Percent of GDP",Annual,Units,39.278,40.693,41.452,41.5,42.025,40.966,43.239,43.335,42.615,43.799
"Serbia, Republic of","Structural balance, General government, Domestic currency",Annual,Billions,-135.727,-51.879,52.798,37.271,-29.066,-339.09,-279.848,-79.732,-112.339,-203.405
"Serbia, Republic of","Structural balance, General government, Percent",Annual,Units,-3.125,-1.142,1.099,0.734,-0.539,-6.064,-4.499,-1.124,-1.367,-2.259
"Serbia, Republic of","Expenditure, General government, Domestic currency",Annual,Billions,1840.662,1893.319,1908.17,2064.093,2278.775,2653.44,2919.446,3086.305,3580.083,4154.093
"Serbia, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-145.826,-50.674,65.21,41.15,-0.247,-398.482,-207.516,-10.529,-106.758,-231.85
"Serbia, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-3.379,-1.119,1.37,0.811,-0.005,-7.239,-3.309,-0.148,-1.31,-2.589
"Serbia, Republic of","Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-15.958,80.929,186.43,149.782,108.689,-288.232,-98.767,96.518,42.521,-55.937
"Serbia, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-0.37,1.787,3.916,2.953,2.005,-5.236,-1.575,1.36,0.522,-0.625
"Serbia, Republic of","Gross debt, General government, Domestic currency",Annual,Billions,3014.224,3053.181,2737.412,2704.107,2803.68,3131.369,3527.372,3797.014,3986.576,4353.045
"Serbia, Republic of","Gross debt, General government, Percent of GDP",Annual,Units,69.854,67.426,57.5,53.305,51.711,56.888,56.24,53.497,48.912,48.609
"Serbia, Republic of","Net debt, General government, Domestic currency",Annual,Billions,2872.386,2946.383,2635.728,2599.133,2592.013,2924.069,3201.216,3374.964,3384.769,3758.391
"Serbia, Republic of","Net debt, General government, Percent of GDP",Annual,Units,66.567,65.068,55.364,51.235,47.807,53.122,51.04,47.551,41.528,41.969
"Serbia, Republic of","Expenditure, General government, Percent of GDP",Annual,Units,42.657,41.812,40.082,40.688,42.029,48.206,46.547,43.484,43.925,46.388
"Serbia, Republic of","Population, Number",Annual,Millions,7.095,7.058,7.021,6.983,6.945,6.899,6.834,6.664,6.623,6.597
"Serbia, Republic of",Unemployment rate,Annual,Units,18.924,16.382,14.493,13.673,11.193,9.728,11.107,9.513,9.428,9.075
"Serbia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency",Annual,Billions,4315.02,4528.192,4760.686,5072.932,5421.851,5504.431,6271.988,7097.629,8150.486,8955.164
"Serbia, Republic of","Gross domestic product (GDP), Current prices, US Dollar",Annual,Billions,39.656,40.693,44.179,50.641,51.514,53.356,62.787,63.563,75.187,82.55
"Serbia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US Dollar",Annual,Units,5588.979,5765.203,6292.546,7252.404,7417.206,7733.803,9186.968,9537.684,11352.113,12513.826
"Serbia, Republic of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Annual,Units,608144.818,641539.434,678077.565,726510.096,780657.703,797844.626,917718.543,1064998.652,1230599.607,1357523.832
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Annual,Units,608144.832,631748.042,648464.005,681325.534,714663.449,712941.625,775305.202,815341.628,841160.194,877612.025
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number",Annual,Units,17707.952,18395.23,18881.966,19838.827,20809.56,20759.424,22575.326,23741.106,24492.89,25554.294
"Serbia, Republic of","Gross domestic product (GDP), Deflator, Index",Annual,Units,100,101.55,104.567,106.632,109.234,111.909,118.369,130.62,146.298,154.684
"Serbia, Republic of","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Annual,Billions,4315.02,4528.192,4760.686,5072.932,5421.851,5504.431,6271.988,7097.629,8150.486,8955.164
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Domestic currency",Annual,Billions,4315.021,4459.081,4552.774,4757.426,4963.506,4918.674,5298.689,5433.803,5571.158,5789.335
"Serbia, Republic of","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency",Annual,Units,1.806,3.339,2.101,4.495,4.332,-0.903,7.726,2.55,2.528,3.916
"Serbia, Republic of","Gross national savings, Percent of GDP",Annual,Units,15.228,15.156,14.345,17.815,18.216,20.068,20.868,19.662,18.77,18.339
"Serbia, Republic of","Gross capital formation, Percent of GDP",Annual,Units,18.681,18.078,19.575,22.655,25.087,24.188,25.172,26.513,21.374,22.557
"Serbia, Republic of","All items, Consumer price index (CPI), Period average",Annual,Units,181.819,183.86,189.616,193.333,196.908,200.01,208.181,233.124,261.966,273.842
"Serbia, Republic of","All items, Consumer price index (CPI), End-of-period (EoP)",Annual,Units,179.605,182.356,187.858,191.592,195.129,197.585,213.109,245.335,264.102,274.402
"Serbia, Republic of","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)",Annual,Units,1.556,1.532,3.017,1.987,1.846,1.259,7.857,15.122,7.649,3.9
"Serbia, Republic of","All items, Consumer price index (CPI), Percent change, period average",Annual,Units,1.392,1.122,3.131,1.96,1.849,1.576,4.085,11.982,12.372,4.533
"Serbia, Republic of","Domestic currency per international dollar in PPP terms, Domestic currency",Annual,Units,40.115,40.353,40.821,41.004,39.65,39.76,40.651,41.874,45.27,46.748
"Serbia, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar",Annual,Billions,107.567,112.214,116.624,123.717,136.744,138.44,154.287,169.502,180.04,191.561
"Serbia, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar",Annual,Units,15160.103,15898.14,16611.055,17717.93,19688.953,20066.296,22575.326,25433.703,27183.331,29038.902
"Serbia, Republic of","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP",Annual,Units,0.096,0.096,0.094,0.094,0.098,0.1,0.099,0.098,0.098,0.098
"Serbia, Republic of","Imports of goods, Volume, Percent change",Annual,Units,7.175,10.963,9.964,8.945,9.807,-1.007,14.095,10.4,-2.235,9.025
"Serbia, Republic of","Imports of goods and services, Volume, Percent change",Annual,Units,7.877,10.532,10.587,10.175,11.372,-3.311,14.142,10.592,1.663,8.855
"Serbia, Republic of","Exports of goods, Volume, Percent change",Annual,Units,9.614,12.662,8.47,5.699,8.449,-2.447,14.689,9.462,5.145,6.142
"Serbia, Republic of","Exports of goods and services, Volume, Percent change",Annual,Units,10.832,11.317,9.767,7.876,10.09,-5.008,13.881,12.379,9.34,6.127
"South Sudan, Republic of","Current account balance, US Dollar",Annual,Billions,0.253,0.568,0.173,0.342,0.084,-1.023,-0.557,0.743,0.206,0.176
"South Sudan, Republic of","Current account balance, Percent of GDP",Annual,Units,1.654,19.602,9.609,10.972,2.078,-18.867,-9.369,9.246,2.876,3.343
"South Sudan, Republic of","Revenue, General government, Domestic currency",Annual,Billions,9.382,48.447,144.05,210.578,306.559,257.336,639.841,1366.917,2059.309,3995.352
"South Sudan, Republic of","Revenue, General government, Percent of GDP",Annual,Units,17.135,35.589,70.269,47.648,47.968,28.601,34.816,31.75,30.793,29.671
"South Sudan, Republic of","Expenditure, General government, Domestic currency",Annual,Billions,18.155,73.26,131.116,214.755,306.291,306.814,810.721,1186.283,1590.175,3210.717
"South Sudan, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-8.773,-24.813,12.934,-4.177,0.268,-49.478,-170.879,180.633,469.135,784.635
"South Sudan, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-16.023,-18.228,6.309,-0.945,0.042,-5.499,-9.298,4.196,7.015,5.827
"South Sudan, Republic of","Primary net lending (+) / net borrowing (-), General government, Domestic currency",Annual,Billions,-8.6,-24.449,13.996,-0.669,9.066,-40.466,-165.283,193.731,502.789,965.613
"South Sudan, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Annual,Units,-15.708,-17.961,6.827,-0.151,1.419,-4.498,-8.994,4.5,7.518,7.171
"South Sudan, Republic of","Gross debt, General government, Domestic currency",Annual,Billions,31.341,170.949,241.063,305.726,273.738,443.432,959.647,1718.752,3665.759,7660.68
